,date,pH,electrical_conductivity_dS_m,nitrate_input_mg_L,fertilizer_kg_ha,manure_kg_ha,ammonium_mg_L,chloride_mg_L,crop_type,livestock_density_LU_ha,urbanization,soil_type,aquifer_type,permeability_m_day,groundwater_level_cm,precipitation_mm,drought_days,evaporation_mm,nitrate_groundwater_mg_L,Aluminum (AL),Arsenic (AS),Barium (BA),Calcium (CA),Cadmium (CD),Chloride (CL),Copper (CU),Electrical Conductivity (EC),pH (Lab),Potassium (K),Magnesium (MG),Manganese (MN),Sodium (NA),Ammonium (NH4-N),Nitrate (NO3-N),Total Phosphorus (PTOT-P),Phosphate (PO4-P),Lead (PB),Zinc (ZN),sunlight_hours,humidity_percent,temperature_celsius
2536,2022-07-14,5.99,1.05,59.33,53.02,-0.47,1.46,78.27,sugar beet,1.55,high,peat,confined,8.2,89.98,101.72,25,64.17,7.57,10.0,0.2,3.66,9.429,0.05,7.721,0.5,11.7,5.96,0.793,2.182,0.004,8.458,0.065,0.763,0.05,,0.2,4.0,10.15,59.98,20.91
2537,2022-10-26,5.63,0.66,70.13,105.49,94.98,4.08,23.02,maize,4.84,low,loess,unconfined,5.42,78.92,85.83,51,75.48,21.61,,,,,,,,,,,,,,,,,,,,3.44,89.13,9.63
2538,2023-02-28,4.79,0.64,9.04,171.13,73.8,7.39,82.19,maize,1.93,medium,loess,unconfined,0.37,82.73,99.79,24,65.47,8.17,,,,,,,,,,,,,,,,,,,,1.6,92.94,4.6
2539,2020-10-31,6.44,1.48,32.97,222.07,69.72,3.67,54.79,potatoes,3.1,low,loess,unconfined,9.92,125.45,128.48,2,86.32,11.89,,,,,,,,,,,,,,,,,,,,4.13,75.57,8.78
2540,2022-06-10,6.37,1.32,60.68,152.7,81.71,7.16,45.08,potatoes,1.2,low,sand,unconfined,7.94,111.78,88.85,2,70.54,21.77,,,,,,,,,,,,,,,,,,,,9.09,62.35,19.3
2541,2024-11-27,5.86,1.0,36.15,89.32,40.82,5.06,27.11,sugar beet,3.45,medium,clay,confined,0.95,61.73,82.12,17,78.95,0.26,,,,,,,,,,,,,,,,,,,,5.21,88.74,11.18
2542,2021-11-05,6.03,1.06,21.79,106.0,142.1,4.63,75.28,potatoes,3.24,low,sand,confined,9.51,94.72,76.24,39,69.77,11.97,,,,,,,,,,,,,,,,,,,,5.63,80.89,11.57
2543,2023-04-03,6.26,0.93,9.0,107.56,14.88,1.67,60.92,potatoes,3.09,low,sand,confined,6.44,112.44,127.85,12,99.74,2.98,11.078,0.233,38.89,83.061,2.193,240.47,3.502,126.3,5.88,9.287,9.559,0.044,166.363,0.047,10.9,0.05,,0.2,1559.242,6.84,80.16,14.54
2544,2023-04-03,6.26,0.93,9.0,107.56,14.88,1.67,60.92,potatoes,3.09,low,sand,confined,6.44,112.44,127.85,12,99.74,2.98,10.0,3.808,114.522,75.756,0.05,268.457,0.5,115.4,5.9,4.059,18.818,0.913,112.163,0.326,0.029,0.088,,0.2,4.0,7.48,65.14,11.01
2545,2023-04-03,6.26,0.93,9.0,107.56,14.88,1.67,60.92,potatoes,3.09,low,sand,confined,6.44,112.44,127.85,12,99.74,2.98,14891.718,3.572,47.956,239.682,13.941,104.665,5.176,236.0,4.05,53.845,66.853,7.258,54.83,0.047,240.07,0.05,,1.471,365.117,7.95,76.16,14.13
2546,2023-04-03,6.26,0.93,9.0,107.56,14.88,1.67,60.92,potatoes,3.09,low,sand,confined,6.44,112.44,127.85,12,99.74,2.98,306.044,0.579,33.754,11.16,1.584,10.837,2.05,14.8,5.39,2.351,1.979,0.917,8.631,0.047,0.033,0.05,,0.382,109.397,8.33,79.19,9.55
2547,2023-04-03,6.26,0.93,9.0,107.56,14.88,1.67,60.92,potatoes,3.09,low,sand,confined,6.44,112.44,127.85,12,99.74,2.98,37.477,0.2,49.303,80.117,0.377,16.445,1.672,68.4,5.2,11.969,21.878,0.042,15.902,0.047,41.972,0.05,,0.87,30.508,5.18,67.85,9.02
2548,2023-04-03,6.26,0.93,9.0,107.56,14.88,1.67,60.92,potatoes,3.09,low,sand,confined,6.44,112.44,127.85,12,99.74,2.98,10.0,8.018,81.399,112.413,0.05,18.259,0.5,192.5,6.25,25.272,11.662,0.686,22.686,155.571,0.029,0.073,,0.2,21.748,8.17,78.03,8.89
2549,2020-12-25,5.22,1.17,21.03,129.7,106.77,7.34,68.0,wheat,1.88,low,loess,unconfined,3.98,130.83,82.41,20,60.22,16.83,,,,,,,,,,,,,,,,,,,,1.82,88.51,4.75
2550,2023-01-31,5.74,0.8,6.22,206.04,66.1,5.23,44.55,sugar beet,4.78,low,loess,confined,2.16,81.38,103.36,25,53.88,10.27,,,,,,,,,,,,,,,,,,,,2.24,87.64,4.58
2551,2021-05-16,6.4,1.3,41.17,209.95,179.34,1.8,63.33,wheat,3.22,low,loess,unconfined,8.38,76.29,38.45,16,70.52,14.95,,,,,,,,,,,,,,,,,,,,5.85,67.01,10.13
2552,2020-05-27,5.37,0.92,57.93,141.39,100.91,5.76,79.63,sugar beet,0.46,low,peat,unconfined,1.1,107.26,58.31,6,78.98,11.98,10.0,10.218,2.966,94.788,0.05,6.071,5.621,59.0,6.69,13.455,4.902,0.071,17.562,0.047,9.494,2.84,,0.2,4.0,7.3,68.08,11.11
2553,2020-05-27,5.37,0.92,57.93,141.39,100.91,5.76,79.63,sugar beet,0.46,low,peat,unconfined,1.1,107.26,58.31,6,78.98,11.98,10.0,1.27,19.199,90.413,0.05,64.81,0.5,81.3,6.92,15.908,12.094,0.682,45.928,11.465,0.029,3.181,,0.2,4.0,6.69,65.04,11.98
2554,2020-05-27,5.37,0.92,57.93,141.39,100.91,5.76,79.63,sugar beet,0.46,low,peat,unconfined,1.1,107.26,58.31,6,78.98,11.98,10.0,0.299,67.584,239.377,0.05,404.426,0.5,284.0,7.35,8.358,48.966,0.897,336.898,6.676,0.029,0.304,,0.2,4.0,5.23,80.34,12.11
2555,2020-05-27,5.37,0.92,57.93,141.39,100.91,5.76,79.63,sugar beet,0.46,low,peat,unconfined,1.1,107.26,58.31,6,78.98,11.98,10.0,0.409,56.058,48.626,0.05,26.047,0.5,33.3,7.6,2.174,4.568,0.098,11.131,0.39,0.029,0.11,,0.2,4.0,7.6,70.2,9.94
2556,2020-05-27,5.37,0.92,57.93,141.39,100.91,5.76,79.63,sugar beet,0.46,low,peat,unconfined,1.1,107.26,58.31,6,78.98,11.98,18.136,0.795,41.847,21.231,0.091,19.791,0.966,27.4,5.76,11.212,4.758,0.598,13.911,0.156,0.029,0.05,,0.2,29.643,8.77,66.1,10.66
2557,2020-05-27,5.37,0.92,57.93,141.39,100.91,5.76,79.63,sugar beet,0.46,low,peat,unconfined,1.1,107.26,58.31,6,78.98,11.98,251.413,0.2,47.678,23.374,0.458,52.406,4.731,38.2,5.02,9.45,2.996,1.255,34.281,0.483,9.859,0.05,,0.2,39.455,7.33,73.55,13.25
2558,2021-02-11,6.15,0.87,14.78,159.15,15.07,3.82,61.91,wheat,3.68,low,peat,unconfined,6.9,94.02,72.76,27,67.88,17.27,,,,,,,,,,,,,,,,,,,,1.49,89.77,3.74
2559,2020-10-29,5.32,1.01,45.15,110.12,121.87,5.12,28.89,wheat,1.6,medium,loess,confined,5.66,110.42,69.86,44,76.16,15.2,,,,,,,,,,,,,,,,,,,,3.56,79.03,11.55
2560,2024-05-02,6.23,0.82,56.91,64.5,56.3,5.48,60.4,sugar beet,1.65,low,sand,unconfined,8.62,152.72,39.64,8,67.81,18.65,,,,,,,,,,,,,,,,,,,,7.62,72.13,9.78
2561,2022-04-12,5.98,1.1,39.95,239.42,139.4,7.43,65.1,potatoes,1.13,low,loess,unconfined,3.88,114.52,76.47,30,71.76,19.17,128.138,0.513,174.663,16.909,0.05,472.935,0.5,172.5,5.6,4.092,17.353,0.251,299.249,19.692,0.029,0.055,,0.2,4.0,8.56,75.32,14.94
2562,2022-04-12,5.98,1.1,39.95,239.42,139.4,7.43,65.1,potatoes,1.13,low,loess,unconfined,3.88,114.52,76.47,30,71.76,19.17,10.0,0.2,231.018,43.795,0.05,55.963,4.111,46.2,6.17,5.684,12.283,0.04,36.298,0.057,1.067,0.05,,0.2,4.0,8.18,70.73,10.77
2563,2022-04-12,5.98,1.1,39.95,239.42,139.4,7.43,65.1,potatoes,1.13,low,loess,unconfined,3.88,114.52,76.47,30,71.76,19.17,10.0,0.232,228.589,43.029,0.05,55.619,4.126,46.3,6.18,5.834,12.118,0.039,36.598,0.099,1.053,0.05,,0.2,4.0,6.39,84.69,9.34
2564,2022-04-12,5.98,1.1,39.95,239.42,139.4,7.43,65.1,potatoes,1.13,low,loess,unconfined,3.88,114.52,76.47,30,71.76,19.17,10.0,0.631,51.167,111.479,0.05,18.872,0.5,64.0,6.89,1.663,7.95,0.675,18.52,0.779,0.029,0.468,,0.2,4.0,8.54,71.26,12.06
2565,2022-04-12,5.98,1.1,39.95,239.42,139.4,7.43,65.1,potatoes,1.13,low,loess,unconfined,3.88,114.52,76.47,30,71.76,19.17,10.0,0.311,68.44,131.303,0.05,21.583,0.5,67.1,6.86,1.706,9.424,0.667,19.407,0.694,0.029,0.494,,0.2,4.0,5.65,75.18,11.38
2566,2020-01-17,5.19,0.84,7.79,33.88,124.71,2.75,83.54,grass,3.24,low,clay,unconfined,1.46,132.62,48.49,26,67.2,7.81,,,,,,,,,,,,,,,,,,,,2.62,92.2,4.95
2567,2020-01-21,6.58,1.14,47.72,58.21,158.9,6.14,61.7,maize,4.78,low,loess,unconfined,1.71,79.9,85.11,38,61.48,5.12,,,,,,,,,,,,,,,,,,,,2.54,92.49,1.47
2568,2022-03-19,5.63,1.36,38.91,239.82,107.48,7.66,72.03,sugar beet,4.09,low,loess,unconfined,6.21,179.44,106.99,17,56.37,18.89,,,,,,,,,,,,,,,,,,,,5.35,82.19,13.51
2569,2022-12-11,5.59,0.78,36.87,150.83,132.77,10.04,62.33,grass,4.62,medium,sand,unconfined,4.32,129.5,63.13,6,61.44,15.88,,,,,,,,,,,,,,,,,,,,2.17,92.87,3.46
2570,2024-10-20,6.1,0.96,29.06,93.7,101.71,7.1,22.9,wheat,4.65,medium,peat,confined,3.98,127.41,108.56,53,63.46,18.19,,,,,,,,,,,,,,,,,,,,3.54,80.21,10.94
2571,2024-02-13,6.57,1.14,41.74,184.14,76.41,5.72,66.59,potatoes,0.01,medium,loess,unconfined,8.2,59.37,100.36,52,90.92,18.68,,,,,,,,,,,,,,,,,,,,2.91,92.55,3.71
2572,2021-08-23,5.49,0.87,50.2,188.65,142.63,5.55,52.4,wheat,3.12,low,peat,confined,1.72,64.06,25.17,22,54.28,13.97,,,,,,,,,,,,,,,,,,,,9.85,50.76,22.72
2573,2020-09-11,6.03,1.14,87.81,83.37,50.78,8.1,89.94,sugar beet,4.65,low,peat,confined,8.01,136.3,110.82,36,62.11,11.48,,,,,,,,,,,,,,,,,,,,3.1,88.87,11.43
2574,2024-10-20,6.21,1.17,42.25,123.36,98.55,4.43,21.21,grass,2.76,high,loess,confined,6.64,84.37,88.99,57,74.71,6.73,,,,,,,,,,,,,,,,,,,,4.32,83.39,12.01
2575,2023-11-09,6.35,1.32,70.22,193.81,77.26,6.59,27.36,wheat,3.4,low,clay,unconfined,9.41,81.37,86.17,4,82.64,18.23,,,,,,,,,,,,,,,,,,,,5.95,78.69,11.33
2576,2022-09-03,6.09,0.82,47.16,109.15,133.68,9.39,64.51,potatoes,2.18,low,loess,unconfined,6.31,162.82,88.57,53,78.65,16.59,,,,,,,,,,,,,,,,,,,,3.3,85.56,12.86
2577,2021-11-01,5.82,0.72,38.01,164.11,62.13,4.78,80.23,sugar beet,4.26,low,sand,unconfined,3.45,69.97,93.05,0,52.29,19.25,,,,,,,,,,,,,,,,,,,,4.31,87.78,11.85
2578,2020-10-13,5.59,0.91,42.97,221.24,83.65,0.97,47.59,sugar beet,0.82,low,peat,confined,1.85,94.97,98.35,56,85.19,18.18,10.0,4.562,184.616,86.503,0.05,36.88,1.435,69.6,6.84,28.84,12.913,0.305,17.89,0.281,0.029,0.139,,0.2,7.771,5.9,83.25,12.34
2579,2020-10-13,5.59,0.91,42.97,221.24,83.65,0.97,47.59,sugar beet,0.82,low,peat,confined,1.85,94.97,98.35,56,85.19,18.18,10.0,3.233,66.919,90.899,0.05,40.831,0.5,69.7,6.45,1.461,9.303,1.052,23.541,1.404,0.029,0.168,,0.2,4.0,5.29,85.6,8.12
2580,2020-10-13,5.59,0.91,42.97,221.24,83.65,0.97,47.59,sugar beet,0.82,low,peat,confined,1.85,94.97,98.35,56,85.19,18.18,10.0,0.275,67.678,67.263,0.105,73.682,0.5,70.8,5.45,6.588,16.687,0.021,26.342,0.047,9.043,0.05,,0.2,5.027,5.55,77.46,9.02
2581,2020-10-13,5.59,0.91,42.97,221.24,83.65,0.97,47.59,sugar beet,0.82,low,peat,confined,1.85,94.97,98.35,56,85.19,18.18,10.0,0.538,60.739,34.246,0.05,19.736,0.5,38.1,5.76,4.224,4.756,0.169,17.574,0.14,0.029,0.05,,0.2,4.0,5.71,84.7,12.19
2582,2023-04-04,6.04,0.71,15.57,30.38,101.76,3.28,47.7,wheat,0.46,medium,sand,unconfined,0.27,88.92,63.51,9,80.32,1.22,185.378,0.858,76.807,52.86,0.366,35.701,9.371,48.3,5.53,19.157,9.375,0.056,15.183,0.092,7.684,0.05,,1.351,181.043,8.22,75.96,10.33
2583,2023-04-04,6.04,0.71,15.57,30.38,101.76,3.28,47.7,wheat,0.46,medium,sand,unconfined,0.27,88.92,63.51,9,80.32,1.22,1850.878,0.2,132.727,8.361,0.482,12.994,12.595,19.8,4.18,2.434,5.057,0.865,11.729,0.079,0.723,0.05,,2.01,89.747,5.58,71.99,11.06
2584,2023-04-04,6.04,0.71,15.57,30.38,101.76,3.28,47.7,wheat,0.46,medium,sand,unconfined,0.27,88.92,63.51,9,80.32,1.22,160.459,0.457,20.553,6.7,0.05,37.696,0.5,20.5,5.28,1.578,1.664,0.064,17.012,4.753,0.029,0.085,,0.2,4.0,6.06,82.25,10.67
2585,2023-04-04,6.04,0.71,15.57,30.38,101.76,3.28,47.7,wheat,0.46,medium,sand,unconfined,0.27,88.92,63.51,9,80.32,1.22,115.363,0.2,33.482,49.819,1.215,66.703,1.357,56.2,4.97,13.162,17.352,0.266,25.072,0.047,10.13,0.05,,0.29,25.839,8.88,73.6,9.62
2586,2023-04-04,6.04,0.71,15.57,30.38,101.76,3.28,47.7,wheat,0.46,medium,sand,unconfined,0.27,88.92,63.51,9,80.32,1.22,115.871,0.2,33.907,50.418,1.26,71.226,1.42,56.3,5.0,13.07,17.529,0.269,26.624,0.047,9.378,0.05,,0.277,25.158,7.73,75.88,9.34
2587,2023-04-04,6.04,0.71,15.57,30.38,101.76,3.28,47.7,wheat,0.46,medium,sand,unconfined,0.27,88.92,63.51,9,80.32,1.22,19.65,1.212,52.778,60.385,0.293,32.397,17.902,71.0,6.26,66.068,17.058,0.166,27.525,0.047,13.711,0.05,,0.2,15.76,8.45,73.8,10.45
2588,2023-04-04,6.04,0.71,15.57,30.38,101.76,3.28,47.7,wheat,0.46,medium,sand,unconfined,0.27,88.92,63.51,9,80.32,1.22,31.701,0.2,35.682,124.156,0.05,63.908,0.558,79.4,7.06,2.576,10.136,0.004,39.627,0.303,2.934,0.05,,0.2,4.0,5.63,84.2,12.72
2589,2020-04-13,5.46,1.17,46.12,132.94,159.51,5.59,54.14,potatoes,1.86,low,peat,unconfined,9.23,129.27,98.63,10,58.15,12.2,,,,,,,,,,,,,,,,,,,,7.59,72.49,9.93
2590,2022-04-26,4.54,0.65,0.16,163.08,78.7,3.33,40.32,sugar beet,0.39,medium,peat,unconfined,4.81,126.73,72.18,55,61.81,13.32,14.68,0.2,59.419,52.333,0.05,47.173,0.5,72.3,7.35,20.895,39.439,0.201,42.326,4.05,0.029,0.767,,0.2,4.0,7.45,80.1,11.53
2591,2022-04-26,4.54,0.65,0.16,163.08,78.7,3.33,40.32,sugar beet,0.39,medium,peat,unconfined,4.81,126.73,72.18,55,61.81,13.32,10.0,0.2,166.579,87.314,0.05,335.73,0.5,225.0,7.18,2.36,14.148,0.346,432.489,2.606,0.029,0.419,,0.2,4.0,8.27,76.16,9.06
2592,2022-04-26,4.54,0.65,0.16,163.08,78.7,3.33,40.32,sugar beet,0.39,medium,peat,unconfined,4.81,126.73,72.18,55,61.81,13.32,10.0,0.2,186.841,111.001,0.05,103.011,0.5,88.8,7.3,8.437,20.879,0.431,57.776,0.704,0.029,0.069,,0.2,4.0,8.63,82.83,8.13
2593,2022-04-26,4.54,0.65,0.16,163.08,78.7,3.33,40.32,sugar beet,0.39,medium,peat,unconfined,4.81,126.73,72.18,55,61.81,13.32,10.0,0.2,218.604,227.527,0.05,510.867,0.5,226.0,6.61,3.076,22.677,0.709,213.873,8.743,0.029,0.209,,0.2,4.0,8.76,83.1,12.68
2594,2022-04-26,4.54,0.65,0.16,163.08,78.7,3.33,40.32,sugar beet,0.39,medium,peat,unconfined,4.81,126.73,72.18,55,61.81,13.32,10.0,1.065,796.368,249.086,0.05,951.657,0.5,463.0,6.68,6.575,37.143,1.823,705.697,15.32,0.029,0.745,,0.2,4.0,7.9,74.56,11.52
2595,2022-04-26,4.54,0.65,0.16,163.08,78.7,3.33,40.32,sugar beet,0.39,medium,peat,unconfined,4.81,126.73,72.18,55,61.81,13.32,10.0,0.371,299.114,249.464,0.05,487.307,0.5,224.0,6.71,3.033,17.725,0.563,196.494,2.885,0.029,0.257,,0.2,5.332,6.09,74.89,14.61
2596,2022-04-26,4.54,0.65,0.16,163.08,78.7,3.33,40.32,sugar beet,0.39,medium,peat,unconfined,4.81,126.73,72.18,55,61.81,13.32,10.0,0.2,110.769,187.467,0.05,341.927,0.5,171.4,6.7,3.704,11.591,0.879,161.105,4.198,0.029,0.244,,0.2,4.0,6.01,73.0,13.41
2597,2022-04-26,4.54,0.65,0.16,163.08,78.7,3.33,40.32,sugar beet,0.39,medium,peat,unconfined,4.81,126.73,72.18,55,61.81,13.32,10.0,0.2,111.541,186.231,0.05,344.909,0.5,170.9,6.72,3.675,11.969,0.898,161.061,3.842,0.029,0.218,,0.2,4.0,7.08,67.97,14.23
2598,2022-04-26,4.54,0.65,0.16,163.08,78.7,3.33,40.32,sugar beet,0.39,medium,peat,unconfined,4.81,126.73,72.18,55,61.81,13.32,10.0,0.2,153.592,189.444,0.05,334.678,0.5,168.0,6.67,2.928,11.998,0.877,152.794,4.443,0.029,0.148,,0.2,4.0,8.69,77.04,10.74
2599,2020-12-25,6.22,1.7,22.75,60.4,83.96,4.31,69.75,sugar beet,0.71,low,peat,confined,0.15,102.92,54.64,52,65.44,13.68,,,,,,,,,,,,,,,,,,,,2.3,93.22,0.3
2600,2024-02-24,6.45,1.39,42.2,123.52,46.07,4.41,40.35,wheat,0.79,low,sand,confined,9.21,116.25,77.69,26,73.82,10.04,,,,,,,,,,,,,,,,,,,,1.88,89.5,1.57
2601,2024-07-20,4.82,1.0,63.88,202.22,60.68,6.12,64.01,grass,0.02,medium,loess,unconfined,9.92,131.32,76.5,14,97.08,21.34,,,,,,,,,,,,,,,,,,,,9.96,64.37,19.52
2602,2020-06-25,5.5,1.26,68.61,114.78,116.52,3.11,23.53,maize,4.07,medium,loess,confined,9.61,132.59,84.56,41,94.48,11.67,,,,,,,,,,,,,,,,,,,,10.18,61.66,22.25
2603,2024-02-07,6.31,0.51,35.27,75.78,101.28,3.83,84.37,potatoes,4.46,low,sand,confined,0.92,100.12,89.24,55,94.58,8.46,,,,,,,,,,,,,,,,,,,,2.29,88.13,0.06
2604,2024-09-12,7.03,1.76,43.11,206.54,101.92,7.81,7.59,sugar beet,0.2,low,sand,unconfined,2.73,153.86,63.23,0,69.44,18.5,,,,,,,,,,,,,,,,,,,,3.34,79.6,9.62
2605,2022-08-13,6.01,0.82,59.69,172.23,169.65,4.04,28.73,sugar beet,1.17,low,sand,unconfined,1.51,108.89,104.2,37,75.43,20.32,,,,,,,,,,,,,,,,,,,,10.0,60.39,23.62
2606,2024-02-22,5.64,0.96,13.41,146.56,33.11,6.45,95.07,sugar beet,1.71,low,clay,unconfined,1.27,87.12,44.26,21,71.31,12.35,,,,,,,,,,,,,,,,,,,,2.26,94.45,4.98
2607,2023-11-15,5.91,0.44,48.09,145.08,192.71,5.03,52.02,grass,3.99,low,peat,confined,7.09,70.56,94.66,14,67.56,17.95,,,,,,,,,,,,,,,,,,,,5.53,84.93,9.58
2608,2023-10-10,6.69,1.15,23.44,201.41,147.13,4.95,36.8,maize,1.17,low,loess,unconfined,3.09,137.48,116.36,30,59.45,19.41,,,,,,,,,,,,,,,,,,,,3.91,77.02,11.78
2609,2024-12-25,5.68,0.67,36.56,164.73,86.97,6.48,24.46,wheat,2.0,low,clay,unconfined,2.03,98.52,53.21,46,98.76,11.41,,,,,,,,,,,,,,,,,,,,1.4,87.3,0.93
2610,2024-05-01,5.6,1.03,30.82,182.28,115.65,1.28,41.28,potatoes,4.87,low,sand,unconfined,7.71,131.77,85.87,21,68.74,26.3,,,,,,,,,,,,,,,,,,,,7.09,78.08,14.29
2611,2020-12-21,5.76,0.84,48.71,115.37,72.69,5.89,55.8,grass,4.14,medium,clay,confined,8.16,116.79,44.91,16,48.22,18.66,,,,,,,,,,,,,,,,,,,,2.95,92.97,0.02
2612,2023-05-12,5.52,0.68,51.01,54.13,112.77,6.11,59.73,sugar beet,0.5,low,clay,unconfined,8.66,104.43,68.39,54,67.19,13.09,,,,,,,,,,,,,,,,,,,,8.85,76.96,9.73
2613,2023-10-14,6.06,0.76,57.82,181.1,185.99,6.7,56.45,maize,1.6,low,sand,unconfined,7.86,139.81,76.78,2,71.79,21.92,,,,,,,,,,,,,,,,,,,,5.61,88.21,12.4
2614,2021-10-15,6.81,1.07,46.96,205.05,74.15,4.25,14.28,maize,2.88,low,peat,unconfined,6.26,114.66,85.39,12,74.64,17.13,,,,,,,,,,,,,,,,,,,,3.92,81.78,11.88
2615,2022-12-17,6.16,0.62,43.43,138.77,90.72,5.0,52.78,maize,3.41,low,clay,confined,0.36,97.51,87.99,20,72.6,13.37,,,,,,,,,,,,,,,,,,,,2.66,91.62,0.88
2616,2020-04-29,5.87,0.78,77.08,194.39,69.73,0.09,56.78,wheat,3.22,low,sand,confined,3.13,151.27,128.74,32,57.73,25.83,,,,,,,,,,,,,,,,,,,,7.78,84.67,12.49
2617,2024-02-29,5.85,1.2,9.51,133.24,76.16,3.66,56.97,potatoes,0.42,low,clay,confined,7.68,51.57,33.35,10,98.43,12.88,,,,,,,,,,,,,,,,,,,,2.6,94.86,3.71
2618,2020-05-06,5.22,1.78,73.91,145.47,83.89,5.35,50.59,sugar beet,4.97,low,loess,unconfined,2.54,91.57,127.28,30,67.35,14.41,,,,,,,,,,,,,,,,,,,,5.9,70.83,11.21
2619,2020-09-19,6.44,1.14,34.2,237.62,56.2,7.94,25.42,grass,0.91,low,loess,unconfined,9.28,74.47,69.9,56,81.33,17.07,,,,,,,,,,,,,,,,,,,,4.56,82.26,8.39
2620,2024-03-23,5.96,0.72,51.42,135.42,89.46,8.69,31.57,grass,0.88,low,loess,unconfined,9.04,95.26,50.81,26,75.48,17.24,,,,,,,,,,,,,,,,,,,,8.15,80.76,13.87
2621,2021-10-08,5.91,0.89,33.49,132.47,102.17,4.32,74.26,grass,1.21,low,sand,unconfined,6.6,62.57,49.06,32,54.16,14.94,,,,,,,,,,,,,,,,,,,,3.79,87.03,10.23
2622,2024-06-23,7.6,1.01,25.95,56.5,83.87,6.75,34.49,grass,2.05,low,sand,confined,8.79,119.8,78.39,32,67.17,4.57,,,,,,,,,,,,,,,,,,,,10.62,55.26,22.77
2623,2021-06-28,6.15,0.9,49.69,184.5,8.04,4.71,35.56,sugar beet,1.6,low,peat,unconfined,5.37,79.21,62.6,23,83.09,10.3,,,,,,,,,,,,,,,,,,,,11.29,53.35,18.44
2624,2023-03-03,5.62,1.27,60.84,114.51,93.83,1.77,44.07,potatoes,2.56,high,peat,unconfined,1.01,85.48,82.67,22,64.28,18.87,,,,,,,,,,,,,,,,,,,,6.78,74.31,9.27
2625,2020-01-16,5.79,1.07,49.46,157.36,98.11,6.21,25.67,sugar beet,4.55,low,loess,unconfined,8.93,98.25,87.21,40,70.07,16.68,,,,,,,,,,,,,,,,,,,,2.35,86.24,0.8
2626,2023-01-13,6.57,1.27,29.16,134.25,175.9,8.66,62.68,grass,0.2,medium,loess,unconfined,1.31,65.37,58.89,34,72.84,13.16,,,,,,,,,,,,,,,,,,,,2.76,94.73,2.22
2627,2022-07-02,6.06,0.91,112.23,127.71,101.07,4.24,24.63,potatoes,1.93,low,peat,unconfined,8.17,93.03,69.14,59,64.8,31.49,,,,,,,,,,,,,,,,,,,,11.43,67.82,20.64
2628,2023-11-24,5.28,1.4,63.97,144.11,137.42,3.19,71.68,wheat,4.93,low,clay,unconfined,9.2,86.09,62.77,42,77.6,21.28,,,,,,,,,,,,,,,,,,,,4.42,89.17,9.02
2629,2021-08-30,6.46,0.95,58.67,147.96,82.97,5.13,23.1,potatoes,1.24,low,loess,unconfined,4.8,34.74,78.75,25,66.9,15.27,,,,,,,,,,,,,,,,,,,,9.41,69.05,20.16
2630,2023-08-03,5.67,0.71,32.94,208.8,151.93,4.75,44.41,wheat,4.09,high,clay,unconfined,3.33,89.97,133.9,13,65.19,16.95,10.0,6.146,144.449,102.647,0.05,10.714,0.5,63.5,6.9,1.766,11.753,1.543,10.717,5.151,0.029,1.237,,0.226,4.0,11.39,62.74,22.32
2631,2023-08-03,5.67,0.71,32.94,208.8,151.93,4.75,44.41,wheat,4.09,high,clay,unconfined,3.33,89.97,133.9,13,65.19,16.95,10.0,2.487,130.412,103.469,0.05,12.668,0.5,63.0,7.03,2.86,12.535,0.474,12.229,1.893,0.029,0.549,,0.2,4.0,9.39,56.53,21.02
2632,2023-08-03,5.67,0.71,32.94,208.8,151.93,4.75,44.41,wheat,4.09,high,clay,unconfined,3.33,89.97,133.9,13,65.19,16.95,10.0,0.2,81.391,226.161,0.05,976.091,0.5,403.0,6.77,38.842,93.228,0.617,360.583,12.663,0.029,1.316,,0.2,4.0,10.61,65.03,21.71
2633,2023-08-03,5.67,0.71,32.94,208.8,151.93,4.75,44.41,wheat,4.09,high,clay,unconfined,3.33,89.97,133.9,13,65.19,16.95,10.0,0.687,1730.178,802.928,0.05,5815.008,0.5,1579.0,6.62,63.856,809.718,1.627,1395.583,16.259,2.98,0.837,,0.2,4.0,10.53,58.27,19.28
2634,2021-08-26,6.94,1.65,27.5,226.01,62.22,10.22,56.88,sugar beet,1.96,low,loess,unconfined,7.27,54.89,66.11,19,88.01,20.92,,,,,,,,,,,,,,,,,,,,11.6,67.22,20.84
2635,2024-03-24,6.54,0.45,34.4,182.54,120.2,7.01,65.81,wheat,4.55,high,sand,confined,2.66,139.21,61.52,48,78.7,22.97,,,,,,,,,,,,,,,,,,,,5.17,70.3,13.72
2636,2020-06-12,5.78,0.78,61.63,213.58,133.61,5.26,45.5,wheat,3.18,low,sand,unconfined,0.71,125.53,85.46,22,55.72,17.79,,,,,,,,,,,,,,,,,,,,9.48,62.82,20.08
2637,2020-12-03,6.64,0.81,20.19,192.71,127.74,-0.79,35.95,potatoes,4.47,high,peat,unconfined,0.21,99.56,90.97,34,60.98,11.08,,,,,,,,,,,,,,,,,,,,1.28,90.91,0.06
2638,2020-11-14,6.03,1.75,18.64,174.73,186.57,4.71,78.38,sugar beet,3.17,medium,loess,confined,1.49,31.66,84.72,4,74.23,17.31,,,,,,,,,,,,,,,,,,,,5.47,84.57,12.32
